nohup: ignoring input
>> host monitor: 8 cores, interval=2.0s, duration=7200.0s
>> time      cpu_total%  (of 800)  cores_busy  ram_used_mb  ram%
>> 10:35:26      447   ( 4.5 cores)    2/8         8852      28%
>> 10:35:28      529   ( 5.3 cores)    1/8         8496      27%
>> 10:35:30      799   ( 8.0 cores)    8/8         8489      27%
>> 10:35:32      799   ( 8.0 cores)    8/8         8492      27%
>> 10:35:34      798   ( 8.0 cores)    8/8         8495      27%
>> 10:35:36      798   ( 8.0 cores)    8/8         8483      27%
>> 10:35:38      798   ( 8.0 cores)    8/8         8491      27%
>> 10:35:40      800   ( 8.0 cores)    8/8         8499      27%
>> 10:35:42      799   ( 8.0 cores)    8/8         8497      27%
>> 10:35:44      800   ( 8.0 cores)    8/8         8487      27%
>> 10:35:46      797   ( 8.0 cores)    8/8         8481      27%
>> 10:35:48      799   ( 8.0 cores)    8/8         8479      27%
>> 10:35:50      800   ( 8.0 cores)    8/8         8490      27%
>> 10:35:52      798   ( 8.0 cores)    8/8         8489      27%
>> 10:35:54      799   ( 8.0 cores)    8/8         8493      27%
>> 10:35:56      797   ( 8.0 cores)    8/8         8491      27%
>> 10:35:58      799   ( 8.0 cores)    8/8         8481      27%
>> 10:36:00      799   ( 8.0 cores)    8/8         8500      27%
>> 10:36:02      798   ( 8.0 cores)    8/8         8502      27%
>> 10:36:04      799   ( 8.0 cores)    8/8         8513      27%
>> 10:36:06      799   ( 8.0 cores)    8/8         8503      27%
>> 10:36:08      799   ( 8.0 cores)    8/8         8496      27%
>> 10:36:10      799   ( 8.0 cores)    8/8         8499      27%
>> 10:36:12      799   ( 8.0 cores)    8/8         8499      27%
>> 10:36:14      799   ( 8.0 cores)    8/8         8495      27%
>> 10:36:16      797   ( 8.0 cores)    8/8         8487      27%
>> 10:36:18      799   ( 8.0 cores)    8/8         8499      27%
>> 10:36:20      798   ( 8.0 cores)    8/8         8502      27%
>> 10:36:22      798   ( 8.0 cores)    8/8         8500      27%
>> 10:36:24      799   ( 8.0 cores)    8/8         8508      27%
>> 10:36:26      799   ( 8.0 cores)    8/8         8478      27%
>> 10:36:28      798   ( 8.0 cores)    8/8         8474      27%
>> 10:36:30      798   ( 8.0 cores)    8/8         8480      27%
>> 10:36:32      798   ( 8.0 cores)    8/8         8484      27%
>> 10:36:34      800   ( 8.0 cores)    8/8         8491      27%
>> 10:36:36      797   ( 8.0 cores)    8/8         8480      27%
>> 10:36:38      799   ( 8.0 cores)    8/8         8483      27%
>> 10:36:40      799   ( 8.0 cores)    8/8         8492      27%
>> 10:36:42      797   ( 8.0 cores)    8/8         8489      27%
>> 10:36:44      799   ( 8.0 cores)    8/8         8490      27%
>> 10:36:46      799   ( 8.0 cores)    8/8         8504      27%
>> 10:36:48      798   ( 8.0 cores)    8/8         8508      27%
>> 10:36:50      798   ( 8.0 cores)    8/8         8498      27%
>> 10:36:52      798   ( 8.0 cores)    8/8         8510      27%
>> 10:36:54      800   ( 8.0 cores)    8/8         8517      27%
>> 10:36:56      797   ( 8.0 cores)    8/8         8510      27%
>> 10:36:58      799   ( 8.0 cores)    8/8         8500      27%
>> 10:37:00      798   ( 8.0 cores)    8/8         8493      27%
>> 10:37:02      799   ( 8.0 cores)    8/8         8503      27%
>> 10:37:04      798   ( 8.0 cores)    8/8         8507      27%
>> 10:37:06      799   ( 8.0 cores)    8/8         8526      27%
>> 10:37:08      799   ( 8.0 cores)    8/8         8689      28%
>> 10:37:10      797   ( 8.0 cores)    8/8         8508      27%
>> 10:37:12      800   ( 8.0 cores)    8/8         8504      27%
>> 10:37:14      798   ( 8.0 cores)    8/8         8498      27%
>> 10:37:16      797   ( 8.0 cores)    8/8         8496      27%
>> 10:37:18      798   ( 8.0 cores)    8/8         8503      27%
>> 10:37:20      800   ( 8.0 cores)    8/8         8497      27%
>> 10:37:22      799   ( 8.0 cores)    8/8         8497      27%
>> 10:37:24      798   ( 8.0 cores)    8/8         8506      27%
>> 10:37:26      799   ( 8.0 cores)    8/8         8512      27%
>> 10:37:28      799   ( 8.0 cores)    8/8         8520      27%
>> 10:37:30      798   ( 8.0 cores)    8/8         8500      27%
>> 10:37:32      799   ( 8.0 cores)    8/8         8515      27%
>> 10:37:34      798   ( 8.0 cores)    8/8         8507      27%
>> 10:37:36      799   ( 8.0 cores)    8/8         8504      27%
>> 10:37:38      798   ( 8.0 cores)    8/8         8494      27%
>> 10:37:40      799   ( 8.0 cores)    8/8         8492      27%
>> 10:37:42      799   ( 8.0 cores)    8/8         8510      27%
>> 10:37:44      799   ( 8.0 cores)    8/8         8491      27%
>> 10:37:46      799   ( 8.0 cores)    8/8         8495      27%
>> 10:37:48      799   ( 8.0 cores)    8/8         8497      27%
>> 10:37:50      799   ( 8.0 cores)    8/8         8489      27%
>> 10:37:52      800   ( 8.0 cores)    8/8         8495      27%
>> 10:37:54      799   ( 8.0 cores)    8/8         8498      27%
>> 10:37:56      799   ( 8.0 cores)    8/8         8497      27%
>> 10:37:58      799   ( 8.0 cores)    8/8         8500      27%
>> 10:38:00      797   ( 8.0 cores)    8/8         8500      27%
>> 10:38:02      798   ( 8.0 cores)    8/8         8505      27%
>> 10:38:04      799   ( 8.0 cores)    8/8         8500      27%
>> 10:38:06      797   ( 8.0 cores)    8/8         8502      27%
>> 10:38:08      798   ( 8.0 cores)    8/8         8491      27%
>> 10:38:10      799   ( 8.0 cores)    8/8         8515      27%
>> 10:38:12      800   ( 8.0 cores)    8/8         8502      27%
>> 10:38:14      797   ( 8.0 cores)    8/8         8497      27%
>> 10:38:16      799   ( 8.0 cores)    8/8         8513      27%
>> 10:38:18      797   ( 8.0 cores)    8/8         8517      27%
>> 10:38:20      798   ( 8.0 cores)    8/8         8511      27%
>> 10:38:22      799   ( 8.0 cores)    8/8         8514      27%
>> 10:38:24      799   ( 8.0 cores)    8/8         8513      27%
>> 10:38:26      798   ( 8.0 cores)    8/8         8514      27%
>> 10:38:28      799   ( 8.0 cores)    8/8         8518      27%
>> 10:38:30      800   ( 8.0 cores)    8/8         8505      27%
>> 10:38:32      797   ( 8.0 cores)    8/8         8516      27%
>> 10:38:34      798   ( 8.0 cores)    8/8         8521      27%
>> 10:38:36      800   ( 8.0 cores)    8/8         8507      27%
>> 10:38:38      798   ( 8.0 cores)    8/8         8512      27%
>> 10:38:40      798   ( 8.0 cores)    8/8         8498      27%
>> 10:38:42      800   ( 8.0 cores)    8/8         8507      27%
>> 10:38:44      797   ( 8.0 cores)    8/8         8505      27%
>> 10:38:46      798   ( 8.0 cores)    8/8         8495      27%
>> 10:38:48      798   ( 8.0 cores)    8/8         8496      27%
>> 10:38:50      799   ( 8.0 cores)    8/8         8490      27%
>> 10:38:52      799   ( 8.0 cores)    8/8         8502      27%
>> 10:38:54      798   ( 8.0 cores)    8/8         8492      27%
>> 10:38:56      799   ( 8.0 cores)    8/8         8502      27%
>> 10:38:58      799   ( 8.0 cores)    8/8         8509      27%
>> 10:39:00      798   ( 8.0 cores)    8/8         8509      27%
>> 10:39:02      799   ( 8.0 cores)    8/8         8504      27%
>> 10:39:04      799   ( 8.0 cores)    8/8         8499      27%
>> 10:39:06      798   ( 8.0 cores)    8/8         8507      27%
>> 10:39:08      799   ( 8.0 cores)    8/8         8509      27%
>> 10:39:10      798   ( 8.0 cores)    8/8         8510      27%
>> 10:39:12      799   ( 8.0 cores)    8/8         8522      27%
>> 10:39:14      800   ( 8.0 cores)    8/8         8707      28%
>> 10:39:16      798   ( 8.0 cores)    8/8         8523      27%
>> 10:39:18      799   ( 8.0 cores)    8/8         8522      27%
>> 10:39:20      799   ( 8.0 cores)    8/8         8523      27%
>> 10:39:22      798   ( 8.0 cores)    8/8         8509      27%
>> 10:39:24      799   ( 8.0 cores)    8/8         8514      27%
>> 10:39:26      798   ( 8.0 cores)    8/8         8511      27%
>> 10:39:28      797   ( 8.0 cores)    8/8         8520      27%
>> 10:39:30      798   ( 8.0 cores)    8/8         8494      27%
>> 10:39:32      799   ( 8.0 cores)    8/8         8500      27%
>> 10:39:34      798   ( 8.0 cores)    8/8         8515      27%
>> 10:39:36      798   ( 8.0 cores)    8/8         8510      27%
>> 10:39:38      800   ( 8.0 cores)    8/8         8509      27%
>> 10:39:40      797   ( 8.0 cores)    8/8         8509      27%
>> 10:39:42      798   ( 8.0 cores)    8/8         8496      27%
>> 10:39:44      799   ( 8.0 cores)    8/8         8499      27%
>> 10:39:46      799   ( 8.0 cores)    8/8         8495      27%
>> 10:39:48      798   ( 8.0 cores)    8/8         8501      27%
>> 10:39:50      798   ( 8.0 cores)    8/8         8509      27%
>> 10:39:52      799   ( 8.0 cores)    8/8         8501      27%
>> 10:39:54      799   ( 8.0 cores)    8/8         8500      27%
>> 10:39:56      798   ( 8.0 cores)    8/8         8512      27%
>> 10:39:58      799   ( 8.0 cores)    8/8         8520      27%
>> 10:40:00      798   ( 8.0 cores)    8/8         8519      27%
>> 10:40:02      799   ( 8.0 cores)    8/8         8508      27%
>> 10:40:04      798   ( 8.0 cores)    8/8         8517      27%
>> 10:40:06      798   ( 8.0 cores)    8/8         8507      27%
>> 10:40:08      799   ( 8.0 cores)    8/8         8513      27%
>> 10:40:10      799   ( 8.0 cores)    8/8         8516      27%
>> 10:40:12      797   ( 8.0 cores)    8/8         8510      27%
>> 10:40:14      798   ( 8.0 cores)    8/8         8505      27%
>> 10:40:16      798   ( 8.0 cores)    8/8         8525      27%
>> 10:40:18      800   ( 8.0 cores)    8/8         8526      27%
>> 10:40:20      798   ( 8.0 cores)    8/8         8527      27%
>> 10:40:22      798   ( 8.0 cores)    8/8         8525      27%
>> 10:40:24      800   ( 8.0 cores)    8/8         8530      27%
>> 10:40:26      797   ( 8.0 cores)    8/8         8514      27%
>> 10:40:28      799   ( 8.0 cores)    8/8         8508      27%
>> 10:40:30      797   ( 8.0 cores)    8/8         8512      27%
>> 10:40:32      799   ( 8.0 cores)    8/8         8510      27%
>> 10:40:34      800   ( 8.0 cores)    8/8         8522      27%
>> 10:40:36      798   ( 8.0 cores)    8/8         8502      27%
>> 10:40:38      798   ( 8.0 cores)    8/8         8517      27%
>> 10:40:40      798   ( 8.0 cores)    8/8         8524      27%
>> 10:40:42      798   ( 8.0 cores)    8/8         8503      27%
>> 10:40:44      798   ( 8.0 cores)    8/8         8513      27%
>> 10:40:46      800   ( 8.0 cores)    8/8         8521      27%
>> 10:40:48      798   ( 8.0 cores)    8/8         8500      27%
>> 10:40:50      797   ( 8.0 cores)    8/8         8511      27%
>> 10:40:52      800   ( 8.0 cores)    8/8         8506      27%
>> 10:40:54      797   ( 8.0 cores)    8/8         8511      27%
>> 10:40:56      799   ( 8.0 cores)    8/8         8512      27%
>> 10:40:58      798   ( 8.0 cores)    8/8         8502      27%
>> 10:41:00      799   ( 8.0 cores)    8/8         8513      27%
>> 10:41:02      800   ( 8.0 cores)    8/8         8498      27%
>> 10:41:04      798   ( 8.0 cores)    8/8         8519      27%
>> 10:41:06      797   ( 8.0 cores)    8/8         8525      27%
>> 10:41:08      799   ( 8.0 cores)    8/8         8518      27%
>> 10:41:10      799   ( 8.0 cores)    8/8         8509      27%
>> 10:41:12      798   ( 8.0 cores)    8/8         8510      27%
>> 10:41:14      800   ( 8.0 cores)    8/8         8520      27%
>> 10:41:16      798   ( 8.0 cores)    8/8         8500      27%
>> 10:41:18      799   ( 8.0 cores)    8/8         8513      27%
>> 10:41:20      797   ( 8.0 cores)    8/8         8695      28%
>> 10:41:22      798   ( 8.0 cores)    8/8         8515      27%
>> 10:41:24      799   ( 8.0 cores)    8/8         8510      27%
>> 10:41:27      800   ( 8.0 cores)    8/8         8520      27%
>> 10:41:29      799   ( 8.0 cores)    8/8         8504      27%
>> 10:41:31      797   ( 8.0 cores)    8/8         8508      27%
>> 10:41:33      799   ( 8.0 cores)    8/8         8507      27%
>> 10:41:35      797   ( 8.0 cores)    8/8         8512      27%
>> 10:41:37      800   ( 8.0 cores)    8/8         8512      27%
>> 10:41:39      797   ( 8.0 cores)    8/8         8506      27%
>> 10:41:41      799   ( 8.0 cores)    8/8         8506      27%
>> 10:41:43      798   ( 8.0 cores)    8/8         8511      27%
>> 10:41:45      797   ( 8.0 cores)    8/8         8513      27%
>> 10:41:47      799   ( 8.0 cores)    8/8         8502      27%
>> 10:41:49      799   ( 8.0 cores)    8/8         8509      27%
>> 10:41:51      799   ( 8.0 cores)    8/8         8518      27%
>> 10:41:53      798   ( 8.0 cores)    8/8         8513      27%
>> 10:41:55      799   ( 8.0 cores)    8/8         8504      27%
>> 10:41:57      800   ( 8.0 cores)    8/8         8511      27%
>> 10:41:59      799   ( 8.0 cores)    8/8         8511      27%
>> 10:42:01      798   ( 8.0 cores)    8/8         8517      27%
>> 10:42:03      798   ( 8.0 cores)    8/8         8501      27%
>> 10:42:05      799   ( 8.0 cores)    8/8         8498      27%
>> 10:42:07      798   ( 8.0 cores)    8/8         8499      27%
>> 10:42:09      799   ( 8.0 cores)    8/8         8506      27%
>> 10:42:11      799   ( 8.0 cores)    8/8         8503      27%
>> 10:42:13      798   ( 8.0 cores)    8/8         8510      27%
>> 10:42:15      797   ( 8.0 cores)    8/8         8570      27%
>> 10:42:17      799   ( 8.0 cores)    8/8         8500      27%
>> 10:42:19      798   ( 8.0 cores)    8/8         8501      27%
>> 10:42:21      798   ( 8.0 cores)    8/8         8521      27%
>> 10:42:23      798   ( 8.0 cores)    8/8         8504      27%
>> 10:42:25      800   ( 8.0 cores)    8/8         8516      27%
>> 10:42:27      798   ( 8.0 cores)    8/8         8516      27%
>> 10:42:29      800   ( 8.0 cores)    8/8         8507      27%
>> 10:42:31      798   ( 8.0 cores)    8/8         8503      27%
>> 10:42:33      798   ( 8.0 cores)    8/8         8510      27%
>> 10:42:35      799   ( 8.0 cores)    8/8         8511      27%
>> 10:42:37      799   ( 8.0 cores)    8/8         8515      27%
>> 10:42:39      797   ( 8.0 cores)    8/8         8512      27%
>> 10:42:41      800   ( 8.0 cores)    8/8         8513      27%
>> 10:42:43      798   ( 8.0 cores)    8/8         8521      27%
>> 10:42:45      798   ( 8.0 cores)    8/8         8522      27%
>> 10:42:47      799   ( 8.0 cores)    8/8         8512      27%
>> 10:42:49      799   ( 8.0 cores)    8/8         8507      27%
>> 10:42:51      797   ( 8.0 cores)    8/8         8506      27%
>> 10:42:53      798   ( 8.0 cores)    8/8         8517      27%
>> 10:42:55      798   ( 8.0 cores)    8/8         8513      27%
>> 10:42:57      799   ( 8.0 cores)    8/8         8504      27%
>> 10:42:59      799   ( 8.0 cores)    8/8         8510      27%
>> 10:43:01      800   ( 8.0 cores)    8/8         8513      27%
>> 10:43:03      798   ( 8.0 cores)    8/8         8509      27%
>> 10:43:05      799   ( 8.0 cores)    8/8         8501      27%
>> 10:43:07      800   ( 8.0 cores)    8/8         8507      27%
>> 10:43:09      800   ( 8.0 cores)    8/8         8517      27%
>> 10:43:11      799   ( 8.0 cores)    8/8         8513      27%
>> 10:43:13      799   ( 8.0 cores)    8/8         8527      27%
>> 10:43:15      798   ( 8.0 cores)    8/8         8501      27%
>> 10:43:17      798   ( 8.0 cores)    8/8         8496      27%
>> 10:43:19      800   ( 8.0 cores)    8/8         8501      27%
>> 10:43:21      797   ( 8.0 cores)    8/8         8506      27%
>> 10:43:23      798   ( 8.0 cores)    8/8         8515      27%
>> 10:43:25      800   ( 8.0 cores)    8/8         8548      27%
>> 10:43:27      798   ( 8.0 cores)    8/8         8787      28%
>> 10:43:29      799   ( 8.0 cores)    8/8         8537      27%
>> 10:43:31      799   ( 8.0 cores)    8/8         8522      27%
>> 10:43:33      798   ( 8.0 cores)    8/8         8508      27%
>> 10:43:35      798   ( 8.0 cores)    8/8         8518      27%
>> 10:43:37      798   ( 8.0 cores)    8/8         8510      27%
>> 10:43:39      799   ( 8.0 cores)    8/8         8511      27%
>> 10:43:41      799   ( 8.0 cores)    8/8         8506      27%
>> 10:43:43      798   ( 8.0 cores)    8/8         8508      27%
>> 10:43:45      798   ( 8.0 cores)    8/8         8514      27%
>> 10:43:47      798   ( 8.0 cores)    8/8         8506      27%
>> 10:43:49      798   ( 8.0 cores)    8/8         8508      27%
>> 10:43:51      798   ( 8.0 cores)    8/8         8506      27%
>> 10:43:53      798   ( 8.0 cores)    8/8         8496      27%
>> 10:43:55      798   ( 8.0 cores)    8/8         8503      27%
>> 10:43:57      799   ( 8.0 cores)    8/8         8502      27%
>> 10:43:59      799   ( 8.0 cores)    8/8         8504      27%
>> 10:44:01      798   ( 8.0 cores)    8/8         8503      27%
